transaction_id,product_id,customer_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date
4565,5,10,2017-08-26,0.0,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,1970-01-01 10:37:38.000000000
18946,53,10,2017-11-17,0.0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,1970-01-01 11:42:52.000000000
16095,0,10,2017-11-27,0.0,Approved,OHM Cycles,Standard,medium,medium,2064.08,329.09399999999994,1970-01-01 10:42:46.200000000
6004,28,11,2017-04-02,0.0,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,1970-01-01 09:17:35.000000000
16846,85,11,2017-06-02,0.0,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,1970-01-01 11:43:38.000000000
14370,10,11,2017-07-09,0.0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,1970-01-01 11:35:01.000000000
10444,30,11,2017-08-02,0.0,Approved,Solex,Standard,high,medium,748.17,448.9,1970-01-01 09:19:12.000000000
9240,10,11,2017-10-30,1.0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,1970-01-01 11:35:01.000000000
18879,4,11,2017-11-14,1.0,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,1970-01-01 10:42:53.000000000
6741,72,12,2017-02-12,1.0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,1970-01-01 11:51:50.000000000
12242,91,12,2017-07-23,0.0,Approved,Solex,Standard,medium,medium,100.35,75.26,1970-01-01 10:06:07.000000000
5985,39,12,2017-08-21,0.0,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,1970-01-01 11:12:16.000000000
13818,44,12,2017-08-21,0.0,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,1970-01-01 11:17:52.000000000
6705,72,12,2017-09-04,1.0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,1970-01-01 11:51:50.000000000
19219,28,12,2017-09-16,0.0,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,1970-01-01 09:17:35.000000000
14250,34,12,2017-10-24,1.0,Approved,Norco Bicycles,Road,high,large,774.53,464.72,1970-01-01 10:28:18.000000000
17763,92,13,2017-01-06,0.0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,1970-01-01 10:02:26.000000000
8905,66,13,2017-02-16,0.0,Approved,Solex,Standard,medium,medium,1163.89,589.27,1970-01-01 09:49:38.000000000
15101,49,13,2017-03-01,1.0,Approved,Solex,Standard,medium,large,1061.56,733.58,1970-01-01 10:02:26.000000000
19988,0,13,2017-04-05,1.0,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,1970-01-01 11:41:45.000000000
11839,9,13,2017-08-02,1.0,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,1970-01-01 09:35:27.000000000
13486,17,13,2017-11-17,0.0,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,1970-01-01 10:25:39.000000000
17639,0,13,2017-12-03,1.0,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,1970-01-01 11:38:42.000000000
16253,68,14,2017-05-11,0.0,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,1970-01-01 11:13:30.000000000
8486,0,14,2017-08-16,1.0,Approved,OHM Cycles,Mountain,low,medium,1084.18,265.16333333333336,1970-01-01 10:13:07.000000000
19381,23,14,2017-10-27,1.0,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,1970-01-01 09:30:44.000000000
6044,56,14,2017-11-13,1.0,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,1970-01-01 09:55:07.000000000
17528,2,15,2017-01-20,0.0,Approved,Solex,Standard,medium,medium,71.49,53.62,1970-01-01 11:27:25.000000000
434,67,15,2017-03-10,0.0,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,1970-01-01 10:44:07.000000000
11788,33,15,2017-06-07,1.0,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,1970-01-01 09:24:48.000000000
7896,26,15,2017-07-30,0.0,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,1970-01-01 09:28:35.000000000
10707,41,15,2017-09-20,1.0,Approved,Solex,Road,medium,medium,416.98,312.74,1970-01-01 09:52:40.000000000
17963,81,15,2017-11-25,1.0,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,1970-01-01 09:17:09.000000000
14760,96,16,2017-02-12,0.0,Approved,WeareA2B,Road,low,small,1172.78,1043.77,1970-01-01 11:12:16.000000000
5083,94,16,2017-05-10,0.0,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,1970-01-01 11:05:15.000000000
17935,99,16,2017-07-31,0.0,Approved,OHM Cycles,Standard,medium,medium,1227.34,770.89,1970-01-01 09:16:04.000000000
1405,3,16,2017-08-17,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,1970-01-01 10:20:20.000000000
13585,68,16,2017-09-22,1.0,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,1970-01-01 11:42:52.000000000
1404,62,17,2017-03-14,0.0,Approved,Solex,Standard,medium,medium,478.16,298.72,1970-01-01 09:24:39.000000000
10775,1,17,2017-05-01,0.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,1970-01-01 10:42:53.000000000
12747,70,17,2017-10-11,1.0,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,1970-01-01 10:11:08.000000000
5316,78,17,2017-11-14,1.0,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,1970-01-01 11:43:38.000000000
17135,49,17,2017-12-30,0.0,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,1970-01-01 09:55:07.000000000
7092,97,18,2017-03-25,1.0,Approved,Solex,Standard,medium,large,202.62,151.96,1970-01-01 11:47:38.000000000
3777,11,18,2017-05-11,0.0,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,1970-01-01 10:54:58.000000000
8622,94,18,2017-05-16,0.0,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,1970-01-01 11:30:34.000000000
11922,10,18,2017-06-24,1.0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,1970-01-01 11:35:01.000000000
11227,40,18,2017-07-05,1.0,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,1970-01-01 10:45:50.000000000
3506,87,18,2017-07-15,1.0,Approved,Giant Bicycles,Standard,high,medium,1179.0,707.4,1970-01-01 09:54:27.000000000
17282,16,18,2017-08-18,0.0,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,1970-01-01 09:36:26.000000000
4664,7,19,2017-01-31,0.0,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,1970-01-01 09:24:48.000000000
14850,87,19,2017-03-25,0.0,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,1970-01-01 11:13:30.000000000
8866,36,19,2017-09-19,0.0,Approved,Solex,Standard,low,medium,1289.85,74.51,1970-01-01 10:57:07.000000000
18030,3,20,2017-06-11,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,1970-01-01 10:24:59.000000000
6657,4,20,2017-11-01,1.0,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,1970-01-01 10:28:18.000000000
14766,48,20,2017-11-20,0.0,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,1970-01-01 11:51:28.000000000
11330,94,20,2017-11-29,1.0,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,1970-01-01 10:57:07.000000000
14115,25,21,2017-02-12,1.0,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,1970-01-01 10:05:34.000000000
2932,37,21,2017-08-17,1.0,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,1970-01-01 10:06:01.000000000
4778,3,21,2017-10-22,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,1970-01-01 11:35:01.000000000
19616,16,21,2017-11-17,0.0,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,1970-01-01 09:29:25.000000000
8915,72,21,2017-12-24,0.0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,1970-01-01 11:38:42.000000000
17002,64,22,2017-01-06,1.0,Cancelled,Trek Bicycles,Standard,medium,large,1469.44,596.55,1970-01-01 11:24:07.000000000
16626,100,22,2017-03-10,0.0,Approved,Norco Bicycles,Road,medium,medium,1036.59,206.35,1970-01-01 09:16:04.000000000
118,20,22,2017-03-21,0.0,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,1970-01-01 11:11:43.000000000
4601,65,22,2017-05-29,1.0,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,1970-01-01 11:42:25.000000000
3504,38,22,2017-07-16,1.0,Approved,Solex,Standard,medium,medium,1577.53,826.51,1970-01-01 11:16:58.000000000
3480,32,22,2017-09-18,0.0,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,1970-01-01 10:22:17.000000000
8207,53,22,2017-09-19,0.0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,1970-01-01 09:51:10.000000000
14956,45,22,2017-09-24,1.0,Approved,Solex,Standard,medium,medium,441.49,84.99,1970-01-01 09:27:51.000000000
18219,0,23,2017-03-27,1.0,Approved,Solex,Standard,medium,large,202.62,151.96,1970-01-01 11:47:38.000000000
7695,0,23,2017-04-02,1.0,Approved,Solex,Standard,medium,large,2037.77,333.6016666666667,1970-01-01 11:14:11.666666666
17698,98,23,2017-05-16,0.0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,1970-01-01 09:29:30.000000000
7951,19,23,2017-08-03,1.0,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,1970-01-01 10:54:58.000000000
7429,54,23,2017-10-06,0.0,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,1970-01-01 11:51:50.000000000
15587,77,23,2017-10-09,1.0,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,1970-01-01 11:37:28.000000000
5598,85,23,2017-12-20,0.0,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,1970-01-01 11:43:46.000000000
15926,2,24,2017-01-25,0.0,Approved,Solex,Standard,medium,medium,71.49,53.62,1970-01-01 11:26:07.000000000
7610,0,24,2017-05-11,0.0,Approved,Solex,Standard,high,medium,1193.44,456.5942857142857,1970-01-01 10:55:18.571428571
15874,11,24,2017-05-13,1.0,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,1970-01-01 11:04:40.000000000
19263,76,24,2017-10-05,1.0,Approved,WeareA2B,Standard,low,medium,642.31,513.85,1970-01-01 11:15:53.000000000
14099,89,24,2017-10-12,0.0,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,1970-01-01 10:41:22.000000000
19078,40,24,2017-10-31,0.0,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,1970-01-01 10:58:46.000000000
9249,52,24,2017-11-13,1.0,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,1970-01-01 11:05:15.000000000
1783,53,24,2017-12-13,0.0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,1970-01-01 09:55:07.000000000
16026,22,25,2017-02-08,1.0,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,1970-01-01 11:51:36.000000000
2354,53,25,2017-03-04,1.0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,1970-01-01 11:42:52.000000000
11765,6,25,2017-03-08,1.0,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,1970-01-01 10:37:38.000000000
15291,28,25,2017-04-01,1.0,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,1970-01-01 10:50:31.000000000
6552,54,25,2017-04-15,0.0,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,1970-01-01 11:44:55.000000000
4309,39,25,2017-05-23,1.0,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,1970-01-01 10:49:51.000000000
10224,59,25,2017-07-10,0.0,Approved,Solex,Standard,medium,large,1061.56,733.58,1970-01-01 10:02:26.000000000
5770,41,25,2017-09-04,1.0,Approved,Solex,Road,medium,medium,416.98,312.74,1970-01-01 10:58:46.000000000
9193,6,25,2017-09-17,0.0,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,1970-01-01 10:30:38.000000000
7196,18,25,2017-11-23,0.0,Approved,Solex,Standard,medium,medium,575.27,431.45,1970-01-01 11:17:50.000000000
19252,67,25,2017-12-01,1.0,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,1970-01-01 10:24:59.000000000
17826,78,25,2017-12-25,1.0,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,1970-01-01 09:50:55.000000000
7674,80,26,2017-04-02,1.0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,1970-01-01 09:54:27.000000000
3749,96,26,2017-04-15,1.0,Approved,WeareA2B,Road,low,small,1172.78,1043.77,1970-01-01 10:33:22.000000000
7949,0,26,2017-09-08,0.0,Approved,WeareA2B,Standard,medium,small,1697.27,988.8050000000001,1970-01-01 10:13:54.500000000
1275,97,27,2017-04-08,0.0,Approved,Solex,Standard,medium,large,202.62,151.96,1970-01-01 11:47:38.000000000
5662,92,27,2017-05-28,1.0,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,1970-01-01 10:13:53.000000000
5970,15,27,2017-06-18,0.0,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,1970-01-01 11:29:05.000000000
849,57,27,2017-07-18,1.0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,1970-01-01 11:42:25.000000000
13771,79,27,2017-07-23,0.0,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,1970-01-01 09:50:55.000000000
5053,45,27,2017-07-25,0.0,Approved,Solex,Standard,medium,medium,441.49,84.99,1970-01-01 10:49:51.000000000
11751,28,27,2017-08-09,0.0,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,1970-01-01 11:51:36.000000000
7775,72,28,2017-01-23,1.0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,1970-01-01 11:38:42.000000000
8139,70,28,2017-01-31,1.0,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,1970-01-01 09:43:16.000000000
11105,26,28,2017-04-20,1.0,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,1970-01-01 09:24:48.000000000
13007,82,28,2017-07-16,0.0,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,1970-01-01 10:38:59.000000000
8422,19,28,2017-07-21,1.0,Approved,OHM Cycles,Road,high,large,12.01,7.21,1970-01-01 09:30:44.000000000
7048,63,28,2017-10-08,1.0,Approved,Solex,Standard,medium,medium,1483.2,99.59,1970-01-01 09:24:39.000000000
10676,53,29,2017-01-04,0.0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,1970-01-01 09:51:10.000000000
19532,46,29,2017-01-25,0.0,Approved,Solex,Standard,low,medium,1289.85,74.51,1970-01-01 10:57:07.000000000
1898,80,29,2017-03-28,0.0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,1970-01-01 09:50:55.000000000
19016,80,29,2017-04-10,1.0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,1970-01-01 09:50:55.000000000
7093,84,29,2017-08-22,0.0,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,1970-01-01 10:38:59.000000000
16431,44,29,2017-08-30,1.0,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,1970-01-01 11:17:52.000000000
661,87,29,2017-09-16,0.0,Approved,Giant Bicycles,Standard,high,medium,1179.0,707.4,1970-01-01 09:54:27.000000000
7691,65,29,2017-10-12,0.0,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,1970-01-01 11:42:25.000000000
14982,38,29,2017-12-08,1.0,Approved,Solex,Standard,medium,medium,1577.53,826.51,1970-01-01 11:16:58.000000000
3214,41,30,2017-04-02,1.0,Approved,Solex,Road,medium,medium,416.98,312.74,1970-01-01 11:24:24.000000000
1739,3,30,2017-06-16,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,1970-01-01 11:19:44.000000000
8164,74,30,2017-12-19,1.0,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,1970-01-01 09:17:09.000000000
4321,99,31,2017-03-21,0.0,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,1970-01-01 11:24:24.000000000
420,97,31,2017-05-25,1.0,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,1970-01-01 11:35:01.000000000
11652,22,31,2017-07-15,1.0,Approved,Solex,Standard,medium,medium,575.27,431.45,1970-01-01 11:46:44.000000000
14858,0,31,2017-10-02,1.0,Approved,Solex,Standard,medium,medium,71.49,53.62,1970-01-01 10:42:53.000000000
15069,43,32,2017-01-14,0.0,Approved,Solex,Standard,medium,medium,1151.96,649.49,1970-01-01 10:08:18.000000000
99,95,32,2017-03-26,0.0,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,1970-01-01 10:31:14.000000000
4734,21,32,2017-04-12,1.0,Approved,Solex,Standard,medium,large,1071.23,380.74,1970-01-01 09:46:00.000000000
15922,8,32,2017-05-05,0.0,Approved,Solex,Road,medium,small,1703.52,1516.13,1970-01-01 11:17:29.000000000
10210,97,32,2017-05-09,0.0,Approved,Solex,Standard,medium,large,202.62,151.96,1970-01-01 11:47:38.000000000
15346,94,32,2017-06-01,1.0,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,1970-01-01 11:30:34.000000000
8735,25,32,2017-08-14,0.0,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,1970-01-01 11:46:44.000000000
6156,99,33,2017-03-20,1.0,Approved,OHM Cycles,Standard,medium,medium,1227.34,770.89,1970-01-01 09:35:56.000000000
3731,54,33,2017-05-30,0.0,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,1970-01-01 10:30:23.000000000
7024,18,33,2017-07-29,1.0,Cancelled,Solex,Standard,medium,medium,575.27,431.45,1970-01-01 09:29:25.000000000
6231,7,33,2017-09-12,0.0,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,1970-01-01 11:49:20.000000000
7443,48,33,2017-09-17,1.0,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,1970-01-01 11:05:15.000000000
11789,20,33,2017-09-28,0.0,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,1970-01-01 09:29:25.000000000
5415,44,33,2017-11-22,0.0,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,1970-01-01 10:20:20.000000000
9044,12,34,2017-02-13,0.0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,1970-01-01 10:36:56.000000000
16935,0,34,2017-02-14,0.0,Approved,WeareA2B,Touring,medium,medium,1034.17,909.155,1970-01-01 11:11:04.250000000
2638,83,34,2017-04-07,0.0,Approved,Solex,Touring,medium,large,2083.94,675.03,1970-01-01 11:32:13.000000000
17808,96,34,2017-04-10,1.0,Approved,WeareA2B,Road,low,small,1172.78,1043.77,1970-01-01 10:25:39.000000000
9792,60,34,2017-06-25,1.0,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,1970-01-01 11:19:39.000000000
1039,8,34,2017-07-01,1.0,Approved,Solex,Road,medium,small,1703.52,1516.13,1970-01-01 11:17:29.000000000
12083,13,34,2017-07-23,0.0,Approved,Solex,Standard,medium,medium,1163.89,589.27,1970-01-01 11:49:20.000000000
1107,15,34,2017-08-22,0.0,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,1970-01-01 10:44:53.000000000
19291,65,34,2017-09-19,0.0,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,1970-01-01 11:42:25.000000000
15032,15,35,2017-03-28,1.0,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,1970-01-01 09:54:27.000000000
3417,70,35,2017-03-30,0.0,Approved,Norco Bicycles,Road,medium,medium,1036.59,206.35,1970-01-01 11:15:53.000000000
5637,98,35,2017-06-23,0.0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,1970-01-01 11:51:50.000000000
17891,27,35,2017-09-29,0.0,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,1970-01-01 09:44:12.000000000
1418,22,36,2017-04-08,0.0,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,1970-01-01 09:29:25.000000000
8348,47,36,2017-07-20,0.0,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,1970-01-01 10:49:51.000000000
